county,county_fips,place,place_fips,state_fips,Unnamed: 0,Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name,name
,,jupiter island town,35925,12,206,Jupiter Island Police Dept,FL,12,834.0,0.0,0,0.0,0,0,10.0,6,4.0,0,0.0,0.0,0.0,0.0,0.0,1199.0,719.4,479.6,0.0,jupiter island,"jupiter island, fl"
,,kenneth city town,36175,12,207,Kenneth City Police Dept,FL,12,5052.0,25.0,0,2.0,5,18,190.0,28,157.0,5,494.9,0.0,39.6,99.0,356.3,3760.9,554.2,3107.7,99.0,kenneth city,"kenneth city, fl"
,,,,12,208,Kersey Police Dept,FL,12,1509.0,5.0,0,1.0,0,4,21.0,3,14.0,4,331.3,0.0,66.3,0.0,265.1,1391.7,198.8,927.8,265.1,kersey,"kersey, fl"
,,key colony beach city,36325,12,209,Key Colony Beach Police Dept,FL,12,817.0,0.0,0,0.0,0,0,14.0,4,10.0,0,0.0,0.0,0.0,0.0,0.0,1713.6,489.6,1224.0,0.0,key colony beach,"key colony beach, fl"
,,key west city,36550,12,210,Key West Police Dept,FL,12,25249.0,208.0,1,21.0,51,135,1546.0,290,1161.0,95,823.8,4.0,83.2,202.0,534.7,6123.0,1148.6,4598.2,376.3,key west,"key west, fl"
,,,,12,211,Kiowa County Sheriff Department,FL,12,,2.0,0,0.0,0,2,1.0,0,0.0,1,,,,,,,,,,kiowa county,"kiowa county, fl"
,,kissimmee city,36950,12,212,Kissimmee Police Dept,FL,12,62183.0,563.0,2,34.0,121,406,3112.0,822,2150.0,140,905.4,3.2,54.7,194.6,652.9,5004.6,1321.9,3457.5,225.1,kissimmee,"kissimmee, fl"
,,,,12,213,Kit Carson County Sheriff Department,FL,12,,2.0,0,1.0,0,1,25.0,4,18.0,3,,,,,,,,,,kit carson county,"kit carson county, fl"
,,,,12,214,La Junta Police Dept,FL,12,7187.0,20.0,0,4.0,2,14,188.0,49,132.0,7,278.3,0.0,55.7,27.8,194.8,2615.8,681.8,1836.6,97.4,la junta,"la junta, fl"
,,,,12,215,La Salle Police Dept,FL,12,2030.0,2.0,0,0.0,0,2,37.0,5,31.0,1,98.5,0.0,0.0,0.0,98.5,1822.7,246.3,1527.1,49.3,la salle,"la salle, fl"
,,,,12,216,La Veta Town Police Dept,FL,12,788.0,1.0,0,1.0,0,0,14.0,8,6.0,0,126.9,0.0,126.9,0.0,0.0,1776.6,1015.2,761.4,0.0,la veta town,"la veta town, fl"
,,lady lake town,37375,12,217,Lady Lake Town Police Dept,FL,12,14304.0,29.0,0,0.0,2,27,306.0,59,229.0,18,202.7,0.0,0.0,14.0,188.8,2139.3,412.5,1601.0,125.8,lady lake town,"lady lake town, fl"
lafayette county,067,,,12,218,Lafayette Police Dept,FL,12,25209.0,54.0,0,7.0,11,36,403.0,70,317.0,16,214.2,0.0,27.8,43.6,142.8,1598.6,277.7,1257.5,63.5,lafayette,"lafayette, fl"
lafayette county,067,,,12,219,Lafayette County Sheriff Department,FL,12,,27.0,1,1.0,1,24,67.0,28,38.0,1,,,,,,,,,,lafayette county,"lafayette county, fl"
lake county,069,,,12,220,Lake County Sheriff Department,FL,12,,5.0,0,0.0,0,5,29.0,8,20.0,1,,,,,,,,,,lake county,"lake county, fl"
lake county,069,,,12,221,Lake County Sheriff Department,FL,12,,452.0,3,29.0,38,382,3096.0,991,1908.0,197,,,,,,,,,,lake county,"lake county, fl"
,,lake alfred city,37525,12,222,Lake Alfred Police Dept,FL,12,5146.0,24.0,1,1.0,1,21,153.0,66,82.0,5,466.4,19.4,19.4,19.4,408.1,2973.2,1282.5,1593.5,97.2,lake alfred,"lake alfred, fl"
,,lake city city,37775,12,223,Lake City Police Dept,FL,12,12190.0,179.0,3,6.0,26,144,1004.0,253,734.0,17,1468.4,24.6,49.2,213.3,1181.3,8236.3,2075.5,6021.3,139.5,lake city,"lake city, fl"
,,lake clarke shores town,37800,12,224,Lake Clarke Shores Police Dept,FL,12,3462.0,12.0,0,1.0,4,7,110.0,36,68.0,6,346.6,0.0,28.9,115.5,202.2,3177.4,1039.9,1964.2,173.3,lake clarke shores,"lake clarke shores, fl"
,,lake hamilton town,37975,12,225,Lake Hamilton Police Dept,FL,12,1264.0,4.0,0,0.0,0,4,60.0,17,36.0,7,316.5,0.0,0.0,0.0,316.5,4746.8,1344.9,2848.1,553.8,lake hamilton,"lake hamilton, fl"
,,lake helen city,38025,12,226,Lake Helen Police Dept,FL,12,2661.0,9.0,0,1.0,0,8,63.0,20,39.0,4,338.2,0.0,37.6,0.0,300.6,2367.5,751.6,1465.6,150.3,lake helen,"lake helen, fl"
,,lake mary city,38425,12,227,Lake Mary Police Dept,FL,12,14090.0,21.0,0,3.0,1,17,291.0,50,231.0,10,149.0,0.0,21.3,7.1,120.7,2065.3,354.9,1639.5,71.0,lake mary,"lake mary, fl"
,,lake park town,38600,12,228,Lake Park Police Dept,FL,12,8361.0,98.0,1,2.0,43,52,815.0,107,684.0,24,1172.1,12.0,23.9,514.3,621.9,9747.6,1279.8,8180.8,287.0,lake park,"lake park, fl"
,,lake placid town,38625,12,229,Lake Placid Police Dept,FL,12,2249.0,11.0,0,1.0,3,7,103.0,15,86.0,2,489.1,0.0,44.5,133.4,311.2,4579.8,667.0,3823.9,88.9,lake placid,"lake placid, fl"
,,lake wales city,38950,12,230,Lake Wales Police Dept,FL,12,14595.0,46.0,2,4.0,10,30,468.0,161,288.0,19,315.2,13.7,27.4,68.5,205.5,3206.6,1103.1,1973.3,130.2,lake wales,"lake wales, fl"
,,lake worth city,39075,12,231,Lake Worth Police Dept,FL,12,35788.0,461.0,8,35.0,194,224,1728.0,487,1113.0,128,1288.1,22.4,97.8,542.1,625.9,4828.4,1360.8,3110.0,357.7,lake worth,"lake worth, fl"
,,lakeland city,38250,12,232,Lakeland Police Dept,FL,12,99934.0,465.0,10,33.0,144,278,5216.0,1296,3735.0,185,465.3,10.0,33.0,144.1,278.2,5219.4,1296.9,3737.5,185.1,lakeland,"lakeland, fl"
,,lakeside cdp,38813,12,233,Lakeside Police Dept,FL,12,8.0,1.0,0,0.0,0,1,18.0,4,14.0,0,12500.0,0.0,0.0,0.0,12500.0,225000.0,50000.0,175000.0,0.0,lakeside,"lakeside, fl"
,,,,12,234,Lakewood,FL,12,146404.0,676.0,2,94.0,148,432,6705.0,917,5180.0,608,461.7,1.4,64.2,101.1,295.1,4579.8,626.3,3538.2,415.3,lakewood,"lakewood, fl"
,,,,12,235,Lamar  Police Dept,FL,12,8035.0,9.0,0,0.0,2,7,292.0,55,227.0,10,112.0,0.0,0.0,24.9,87.1,3634.1,684.5,2825.1,124.5,lamar,"lamar, fl"
,,lantana town,39375,12,236,Lantana Police Dept,FL,12,10687.0,60.0,0,7.0,23,30,491.0,108,374.0,9,561.4,0.0,65.5,215.2,280.7,4594.4,1010.6,3499.6,84.2,lantana,"lantana, fl"
,,largo city,39425,12,237,Largo Police Dept,FL,12,78783.0,394.0,1,43.0,114,236,3117.0,574,2413.0,130,500.1,1.3,54.6,144.7,299.6,3956.4,728.6,3062.8,165.0,largo,"largo, fl"
,,,,12,238,Larimer County Sheriff Department,FL,12,,150.0,1,14.0,9,126,1005.0,208,740.0,57,,,,,,,,,,larimer county,"larimer county, fl"
,,,,12,239,Las Animas County Sheriff Department,FL,11,,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,las animas county,"las animas county, fl"
,,lauderdale lakes city,39525,12,240,Lauderdale Lakes,FL,12,33644.0,336.0,6,12.0,151,167,1676.0,638,931.0,107,998.7,17.8,35.7,448.8,496.4,4981.6,1896.3,2767.2,318.0,lauderdale lakes,"lauderdale lakes, fl"
,,lauderdale-by-the-sea town,39475,12,241,Lauderdale-By-The-Sea Police Dept,FL,12,6252.0,23.0,0,1.0,6,16,152.0,27,116.0,9,367.9,0.0,16.0,96.0,255.9,2431.2,431.9,1855.4,144.0,lauderdale-by-the-sea,"lauderdale-by-the-sea, fl"
,,lauderhill city,39550,12,242,Lauderhill Police Dept,FL,12,69046.0,587.0,8,19.0,242,318,2934.0,1238,1511.0,185,850.2,11.6,27.5,350.5,460.6,4249.3,1793.0,2188.4,267.9,lauderhill,"lauderhill, fl"
,,laurel cdp,39600,12,243,Laurel Police Dept,FL,12,3810.0,44.0,0,3.0,10,31,238.0,72,159.0,7,1154.9,0.0,78.7,262.5,813.6,6246.7,1889.8,4173.2,183.7,laurel,"laurel, fl"
,,,,12,244,Leadville Police Dept,FL,12,2680.0,8.0,0,2.0,1,5,37.0,4,32.0,1,298.5,0.0,74.6,37.3,186.6,1380.6,149.3,1194.0,37.3,leadville,"leadville, fl"
lee county,071,,,12,245,Lee County Sheriff Department,FL,12,,1241.0,17,66.0,340,818,8854.0,2771,5482.0,601,,,,,,,,,,lee county,"lee county, fl"
,,leesburg city,39875,12,246,Leesburg Police Dept,FL,12,20668.0,186.0,3,10.0,36,137,1049.0,222,779.0,48,899.9,14.5,48.4,174.2,662.9,5075.5,1074.1,3769.1,232.2,leesburg,"leesburg, fl"
leon county,073,,,12,247,Leon County Sheriff Department,FL,12,,240.0,5,13.0,31,191,1577.0,641,837.0,99,,,,,,,,,,leon county,"leon county, fl"
levy county,075,,,12,248,Levy County Sheriff Department,FL,12,,87.0,0,18.0,3,66,540.0,183,324.0,33,,,,,,,,,,levy county,"levy county, fl"
,,,,12,249,Lewes Police Dept,FL,12,2820.0,9.0,0,1.0,1,7,64.0,11,51.0,2,319.1,0.0,35.5,35.5,248.2,2269.5,390.1,1808.5,70.9,lewes,"lewes, fl"
liberty county,077,,,12,250,Liberty County Sheriff Department,FL,12,,13.0,1,1.0,0,11,53.0,22,31.0,0,,,,,,,,,,liberty county,"liberty county, fl"
,,lighthouse point city,40450,12,251,Lighthouse Point Police Dept,FL,12,10680.0,12.0,0,0.0,6,6,327.0,69,241.0,17,112.4,0.0,0.0,56.2,56.2,3061.8,646.1,2256.6,159.2,lighthouse point,"lighthouse point, fl"
,,,,12,252,Limon Police Dept,FL,12,1900.0,7.0,0,0.0,0,7,16.0,0,14.0,2,368.4,0.0,0.0,0.0,368.4,842.1,0.0,736.8,105.3,limon,"limon, fl"
,,,,12,253,Lincoln County Sheriff Department,FL,12,,1.0,0,0.0,0,1,28.0,9,18.0,1,,,,,,,,,,lincoln county,"lincoln county, fl"
,,,,12,254,Littleton Police Dept,FL,12,43229.0,56.0,4,20.0,15,17,1248.0,256,911.0,81,129.5,9.3,46.3,34.7,39.3,2887.0,592.2,2107.4,187.4,littleton,"littleton, fl"
,,live oak city,40875,12,255,Live Oak Police Dept,FL,12,7012.0,61.0,0,0.0,12,49,317.0,166,144.0,7,869.9,0.0,0.0,171.1,698.8,4520.8,2367.4,2053.6,99.8,live oak,"live oak, fl"
,,,,12,256,Log Lane Village Marshal'S Office,FL,3,891.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,log lane village marshal's office,"log lane village marshal's office, fl"
,,,,12,257,Logan County Sheriff Department,FL,12,,15.0,1,1.0,1,12,98.0,40,54.0,4,,,,,,,,,,logan county,"logan county, fl"
,,longboat key town,41150,12,258,Longboat Key Police Dept,FL,12,7048.0,2.0,0,0.0,1,1,123.0,17,106.0,0,28.4,0.0,0.0,14.2,14.2,1745.2,241.2,1504.0,0.0,longboat key,"longboat key, fl"
,,,,12,259,Longmont Police Dept,FL,12,88925.0,188.0,0,11.0,30,147,2169.0,359,1705.0,105,211.4,0.0,12.4,33.7,165.3,2439.1,403.7,1917.3,118.1,longmont,"longmont, fl"
,,longwood city,41250,12,260,Longwood Police Dept,FL,12,13919.0,92.0,1,3.0,12,76,436.0,127,294.0,15,661.0,7.2,21.6,86.2,546.0,3132.4,912.4,2112.2,107.8,longwood,"longwood, fl"
,,,,12,261,Louisville Police Dept,FL,1,18942.0,1.0,0,0.0,0,1,12.0,5,7.0,0,,,,,,,,,,louisville,"louisville, fl"
,,,,12,262,Loveland Police Dept,FL,12,69147.0,145.0,0,22.0,22,101,1798.0,227,1525.0,46,209.7,0.0,31.8,31.8,146.1,2600.3,328.3,2205.4,66.5,loveland,"loveland, fl"
,,lynn haven city,41825,12,263,Lynn Haven Police Dept,FL,12,18861.0,59.0,1,3.0,2,53,560.0,64,483.0,13,312.8,5.3,15.9,10.6,281.0,2969.1,339.3,2560.8,68.9,lynn haven,"lynn haven, fl"
,,,,12,264,Madeira Beach Police Dep,FL,12,4325.0,36.0,1,3.0,2,30,188.0,36,146.0,6,832.4,23.1,69.4,46.2,693.6,4346.8,832.4,3375.7,138.7,madeira beach police dep,"madeira beach police dep, fl"
